Task #,Due Date,Site,Building,Equipment,Name,Interval,Status,Assigned To,Open Date,Category,Est Labor Hours,Labor Hours,Equipment Category,Updated At,Object ID
"PM-UNP-19698",2026-05-01 16:00:00,"University Park","38 Sidney Street","38SS Water Treatment","38SS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Rodney Ruff",2026-04-25 16:00:06,"Water Treatment","2.00","0.00","Water Treatment",2026-04-25 16:00:06,"wgHyqGY1Yu"
"PM-UNP-19697",2026-05-01 16:00:00,"University Park","64 Sidney Street","64SS Water Treatment","64SS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Rodney Ruff",2026-04-25 16:00:06,"Water Treatment","2.00","0.00","Water Treatment",2026-04-25 16:00:06,"IUfjjXFFhR"
"PM-UNP-19696",2026-05-01 16:00:00,"University Park","88 Sidney Street","88SS Water Treatment","88SS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Evan Sullivan",2026-04-25 16:00:06,"Water Treatment","2.00","0.00","Water Treatment",2026-04-25 16:00:06,"KsexDi9mm9"
"PM-UNP-19695",2026-05-01 16:00:00,"University Park","35 Landsdowne Street","35LS Water Treatment","35LS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Brandon Gonzalez",2026-04-25 16:00:06,"Water Treatment","2.00","0.00","Water Treatment",2026-04-25 16:00:06,"hKHeyBF2Pn"
"PM-UNP-19694",2026-05-01 16:00:00,"University Park","350 Massachusetts Avenue","350MA Water Treatment","350MA Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Jorge Figueroa",2026-04-25 16:00:06,"Water Treatment","2.00","0.00","Water Treatment",2026-04-25 16:00:06,"jMk0HXEnIg"
"PM-UNP-19693",2026-05-01 16:00:00,"University Park","750 Main Street","750MS Water Treatment","750MS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Eduin Sepulveda",2026-04-25 16:00:06,"Water Treatment","2.00","0.00","Water Treatment",2026-04-27 09:34:04,"exO6WBBmoz"
"PM-UNP-19692",2026-05-01 16:00:00,"University Park","45 Sidney Street","45SS Water Treatment","45SS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Mark Donovan",2026-04-25 16:00:05,"Water Treatment","2.00","0.00","Water Treatment",2026-04-25 16:00:05,"XeXgSYNP9y"
"PM-UNP-19691",2026-05-01 16:00:00,"University Park","26 Landsdowne Street","26LS Water Treatment","26LS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Piotr Olszewski",2026-04-25 16:00:05,"Water Treatment","2.00","0.00","Water Treatment",2026-04-25 16:00:05,"XaAxPEncoi"
"PM-UNP-19686",2026-05-01 16:00:00,"University Park","40 Landsdowne Street","40LS Water Treatment","40LS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Piotr Olszewski",2026-04-25 16:00:05,"Water Treatment","2.00","0.00","Water Treatment",2026-04-27 09:53:59,"2qsZxsdcf2"
"PM-UNP-19679",2026-05-01 16:00:00,"University Park","65 Landsdowne Street","65LS Water Treatment","65LS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Evan Sullivan",2026-04-25 16:00:04,"Water Treatment","2.00","0.00","Water Treatment",2026-04-25 16:00:04,"WdbFZW0Opm"
"PM-UNP-19678",2026-05-01 16:00:00,"University Park","300 Massachusetts Avenue","300MA Water Treatment","300MA Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Jorge Figueroa",2026-04-24 16:00:12,"Water Treatment","2.00","0.00","Water Treatment",2026-04-24 16:00:12,"SnHCb794Li"
"PM-UNP-19677",2026-05-01 16:00:00,"University Park","Garage - 80 Landsowne Street","80LS Building","Drum Drip Maintenance (10 Drum Drips) - W 80 Landsdowne","Every 1 Week","to_do","Rodney Ruff",2026-04-24 16:00:12,"Building","1.00","0.00","Building",2026-04-27 10:47:50,"oD5N33cd2V"
"PM-UNP-19668",2026-04-28 16:00:00,"University Park","300 Massachusetts Avenue","300MA Caterpillar Gen (Base Building)","300MA DEP Generator Log Update (Engineer)","Every 1 Month","to_do","Jorge Figueroa",2026-04-23 16:00:03,"Generator","0.50","0.00","Generator",2026-04-23 16:00:03,"sZuzrDrOE1"
"PM-UNP-19667",2026-05-28 16:00:00,"University Park","88 Sidney Street","88SS Generator","88SS DEP Generator Log Update (Engineer)","Every 1 Month","to_do","Evan Sullivan",2026-04-23 16:00:03,"Generator","0.50","0.00","Generator",2026-04-23 16:00:03,"bcYvgLxmu1"
"PM-UNP-19613",2026-04-24 16:00:00,"University Park","40 Landsdowne Street","40LS Water Treatment","40LS Weekly Water Test (Engineer) CAM-WT-Water Treatment","Every 1 Week","to_do","Piotr Olszewski",2026-04-18 16:00:02,"Water Treatment","2.00","0.00","Water Treatment",2026-04-27 09:53:59,"aOVkVWolbn"
"PM-UNP-19602",2026-05-31 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.4","35LS AHU-1.4 Annual Off Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-16 16:00:35,"Air Handling Unit","4.00","0.00","Air Handling Unit",2026-04-16 16:00:35,"rS4iUOnip1"
"PM-UNP-19601",2026-05-31 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.3","35LS AHU-1.3 Annual Off Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-16 16:00:35,"Air Handling Unit","4.00","0.00","Air Handling Unit",2026-04-16 16:00:35,"HsUBFrrFwJ"
"PM-UNP-19596",2026-05-31 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.1","35LS AHU-1.1 Annual Off Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-16 16:00:34,"Air Handling Unit","4.00","0.00","Air Handling Unit",2026-04-16 16:00:34,"mSIYCzJaW1"
"PM-UNP-19591",2026-05-31 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.2","35LS AHU-1.2 Annual Off Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-16 16:00:30,"Air Handling Unit","4.00","0.00","Air Handling Unit",2026-04-16 16:00:30,"oes8d7GyMn"
"PM-UNP-19586",2026-04-30 23:59:00,"University Park","","","Unscheduled Tasks","","to_do","Brandon Gonzalez",2026-04-16 14:04:10,"Building","","4.50","",2026-04-17 13:45:10,"FoPllZH13D"
"PM-UNP-19584",2026-05-02 23:59:00,"University Park","","","Unscheduled Tasks","","in_progress","Dariusz Olszewski",2026-04-16 07:30:30,"","","33.00","",2026-04-20 07:14:13,"5MAfiEmTBn"
"PM-UNP-19574",2026-04-30 16:00:00,"University Park","65 Landsdowne Street","65LS Unit Heater 9 (RTU2 Vestibule)","65LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:16,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:16,"vfdRKe9s6a"
"PM-UNP-19573",2026-04-30 16:00:00,"University Park","65 Landsdowne Street","65LS Unit Heater 4 (Loading Dock B) ","65LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:16,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:16,"9HZ3aRpy8O"
"PM-UNP-19572",2026-04-30 16:00:00,"University Park","65 Landsdowne Street","65LS Unit Heater 6 (Lobby Entrance Vestibule)","65LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:16,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:16,"TYOEFromYQ"
"PM-UNP-19571",2026-04-30 16:00:00,"University Park","65 Landsdowne Street","65LS Unit Heater 1 (Fire Pump Rm)","65LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:16,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:16,"4Lcv6x23SB"
"PM-UNP-19570",2026-04-30 16:00:00,"University Park","65 Landsdowne Street","65LS Unit Heater 3 (Loading Dock A)","65LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:16,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:16,"ceEqDgJEtt"
"PM-UNP-19569",2026-04-30 16:00:00,"University Park","65 Landsdowne Street","65LS Unit Heater 2 (Water Rm)","65LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:16,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:16,"txHlnHL49J"
"PM-UNP-19568",2026-04-30 16:00:00,"University Park","65 Landsdowne Street","65LS Unit Heater 5 (Main Elec Rm)","65LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"gSqr724Thv"
"PM-UNP-19567",2026-04-30 16:00:00,"University Park","65 Landsdowne Street","65LS Unit Heater 7 (Egress Exist Overhead)","65LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"VGmiQDwxUt"
"PM-UNP-19566",2026-04-30 16:00:00,"University Park","65 Landsdowne Street","65LS Unit Heater 8 (RTU1 Vestibule)","65LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"I58lSToZVN"
"PM-UNP-19563",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 2 (Fire Pump Hydronic Heater)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"NoeFwITPFp"
"PM-UNP-19562",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 14 (Sidney St Exit Overhead)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"MLqFBFx7v2"
"PM-UNP-19561",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 13 (Landsdowne St Exit Overhead)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"6mnuZwZrk2"
"PM-UNP-19560",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 4 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"YWfehKkxXy"
"PM-UNP-19559",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 12 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"RIIfLGFqCu"
"PM-UNP-19558",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 9 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"ZfE3kFmqQC"
"PM-UNP-19557",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 8 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"OH4RiPDRNU"
"PM-UNP-19556",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 11 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"pg4qz0VVoT"
"PM-UNP-19555",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 10 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"PQH7bQeqY9"
"PM-UNP-19554",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 7 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"czaZPQHcdq"
"PM-UNP-19553",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 6 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"SBYeCdeGKb"
"PM-UNP-19552",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 5 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"72MbDXyMtg"
"PM-UNP-19551",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 3 (Above Loading Dock Ceiling)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"k0QPij9wws"
"PM-UNP-19550",2026-04-30 16:00:00,"University Park","88 Sidney Street","88SS Unit Heater 1 (Fire Pump Rm Elec Heater)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:15,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:15,"RNEwFaXaso"
"PM-UNP-19535",2026-04-30 16:00:00,"University Park","40 Landsdowne Street","40LS Unit Heater 9 (Stair 2 Level 1 Loading Dock Vestibule)","40LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Piotr Olszewski",2026-04-15 16:00:13,"Unit Heater","2.00","0.00","Unit Heater",2026-04-27 09:53:59,"Z2T6OTq0t0"
"PM-UNP-19533",2026-04-30 16:00:00,"University Park","40 Landsdowne Street","40LS Unit Heater 7 (Loading Dock Middle Bay ceiling mount)","40LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Piotr Olszewski",2026-04-15 16:00:13,"Unit Heater","2.00","0.00","Unit Heater",2026-04-27 09:53:59,"fZM0YXiFjI"
"PM-UNP-19532",2026-04-30 16:00:00,"University Park","40 Landsdowne Street","40LS Unit Heater 6 (Loading Dock office ceiling mount)","40LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Piotr Olszewski",2026-04-15 16:00:13,"Unit Heater","2.00","0.00","Unit Heater",2026-04-27 09:53:59,"3h5fAC5hsE"
"PM-UNP-19530",2026-04-30 16:00:00,"University Park","40 Landsdowne Street","40LS Unit Heater 13 (Landsdowne Vestibule)","40LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Piotr Olszewski",2026-04-15 16:00:13,"Unit Heater","2.00","0.00","Unit Heater",2026-04-27 09:53:59,"1WxwV6rOaB"
"PM-UNP-19527",2026-04-30 16:00:00,"University Park","40 Landsdowne Street","40LS Unit Heater 10 (Stair 2 Level 1 Exterior Exit overhead mount)","40LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Piotr Olszewski",2026-04-15 16:00:13,"Unit Heater","2.00","0.00","Unit Heater",2026-04-27 09:53:59,"867FftpYc4"
"PM-UNP-19526",2026-04-30 16:00:00,"University Park","40 Landsdowne Street","40LS Unit Heater 5 (Loading Dock Exit ceiling mount)","40LS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Piotr Olszewski",2026-04-15 16:00:13,"Unit Heater","2.00","0.00","Unit Heater",2026-04-27 09:53:59,"nT9p30bjPx"
"PM-UNP-19486",2026-04-30 16:00:00,"University Park","26 Landsdowne Street","26LS Unit Heater 10 (Mail Room)","20SS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Brandon Gonzalez",2026-04-15 16:00:11,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:11,"rGqbe2YdzI"
"PM-UNP-19474",2026-04-30 16:00:00,"University Park","Garage - 55 Franklin Street","55FS Unit Heater 8 (Water Rm)","55FS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Brandon Gonzalez",2026-04-15 16:00:10,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:10,"lX8fOeItCJ"
"PM-UNP-19473",2026-04-30 16:00:00,"University Park","Garage - 55 Franklin Street","55FS Unit Heater 7 (Emerg Elec Rm)","55FS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Brandon Gonzalez",2026-04-15 16:00:10,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:10,"YSEErHM9Jg"
"PM-UNP-19472",2026-04-30 16:00:00,"University Park","Garage - 55 Franklin Street","55FS Unit Heater 6 (Normal Elec Rm)","55FS Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Brandon Gonzalez",2026-04-15 16:00:10,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:10,"BapowT1Kco"
"PM-UNP-19446",2026-05-30 16:00:00,"University Park","35 Landsdowne Street","35LS ALL AHU FILTERS","35LS Semi-Annual Filter Swap","Every 6 Months","to_do","Jie Lao",2026-04-15 16:00:09,"Filters (Box/Bag)","12.00","0.00","Filters (Box/Bag)",2026-04-15 16:00:09,"Fwbb9GaRpC"
"PM-UNP-19444",2026-04-30 16:00:00,"University Park","","","Spring PM","Every 1 Year","to_do","Evan Sullivan",2026-04-15 16:00:09,"Unit Heater","2.00","0.00","",2026-04-15 16:00:09,"vbLwBV0bto"
"PM-UNP-19434",2026-04-30 16:00:00,"University Park","Garage - 30 Pilgrim Street","30PS Unit Heater 3 (Norm Elec Rm)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Rodney Ruff",2026-04-15 16:00:08,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:08,"TcEMCqgQkW"
"PM-UNP-19433",2026-04-30 16:00:00,"University Park","Garage - 30 Pilgrim Street","30PS Unit Heater 2 (Water Rm)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Rodney Ruff",2026-04-15 16:00:08,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:08,"2FC4jXh7Hx"
"PM-UNP-19432",2026-04-30 16:00:00,"University Park","Garage - 30 Pilgrim Street","30PS Unit Heater 1 (Telephone Rm)","Unit Heater Seasonal Adjust-Spring (Engineer)","Every 1 Year","to_do","Rodney Ruff",2026-04-15 16:00:08,"Unit Heater","2.00","0.00","Unit Heater",2026-04-15 16:00:08,"uGxyGhxPPJ"
"PM-UNP-19347",2026-05-02 23:59:00,"University Park","","","Unscheduled Task for Evan April","","in_progress","Evan Sullivan",2026-04-15 15:03:57,"Building","0.00","10.75","",2026-04-17 14:10:38,"uCM8DVfgJl"
"PM-UNP-19346",2026-05-29 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.4","35LS AHU-1.4B Annual On Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-14 16:00:04,"Air Handling Unit","3.00","0.00","Air Handling Unit",2026-04-14 16:00:04,"4NYDW5LaU0"
"PM-UNP-19344",2026-05-29 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.3","35LS AHU-1.3B Annual On Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-14 16:00:04,"Air Handling Unit","3.00","0.00","Air Handling Unit",2026-04-14 16:00:04,"9HdKPbp4QN"
"PM-UNP-19343",2026-05-29 16:00:00,"University Park","45 Sidney Street","45SS ALL AHU FILTERS","45SS Semi-Annual Filter Swap (CW Manager)","Every 6 Months","to_do","Jie Lao",2026-04-14 16:00:03,"Filters (Box/Bag)","12.00","0.00","Filters (Box/Bag)",2026-04-14 16:00:03,"xjMRqi6uXm"
"PM-UNP-19340",2026-05-29 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.1","35LS AHU-1.1B Annual On Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-14 16:00:03,"Air Handling Unit","3.00","0.00","Air Handling Unit",2026-04-14 16:00:03,"xI2a9EG5AM"
"PM-UNP-19332",2026-04-29 16:00:00,"University Park","45 Sidney Street","45SS Sand Filter","45SS Sand Filter Disinfection Annual PM (Lead Engineer)","Every 1 Year","to_do","Dariusz Olszewski",2026-04-14 16:00:03,"Sand Filter","2.00","0.00","Sand Filter",2026-04-28 10:31:03,"Z29GePmc70"
"PM-UNP-19330",2026-05-29 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.2","35LS AHU-1.2B Annual On Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-14 16:00:03,"Air Handling Unit","3.00","0.00","Air Handling Unit",2026-04-14 16:00:03,"EUQztlIawb"
"PM-UNP-19328",2026-05-28 16:00:00,"University Park","35 Landsdowne Street","35LS AHU-1.1","35LS AHU-1.1A Annual On Hour Major PM (CW Manager)","Every 1 Year","to_do","Jie Lao",2026-04-13 16:00:16,"Air Handling Unit","3.00","0.00","Air Handling Unit",2026-04-13 16:00:16,"Zabr2VvkN1"
"PM-UNP-19327",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS EF-3 (Main Elec Rm)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"AapSL7BQbM"
"PM-UNP-19326",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS EF-2 (Loading Dock)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"7tXLAHnQse"
"PM-UNP-19325",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS EF-1 (Fire Pump Room)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"uxGttAoxm8"
"PM-UNP-19324",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS REF-2 (Toilet Exhaust)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"Jq30ZASCO5"
"PM-UNP-19323",2026-05-28 16:00:00,"University Park","65 Landsdowne Street","65LS REF-1 (Elev Mech Rm Exhaust)","65LS Fan Quarterly PM (Engineer)","Every 3 Months","to_do","Evan Sullivan",2026-04-13 16:00:16,"Fan","2.00","0.00","Exhaust Fan",2026-04-13 16:00:16,"cqmUpJp8dc"
